0;0;0;0;land;false;unknown;0
1;76;254;233;land;false;desert;1
2;169;235;151;land;false;hills;1
3;239;143;253;land;false;hills;1
4;168;237;97;land;false;jungle;1
5;129;149;247;land;true;hills;1
6;17;241;247;land;true;forest;1
7;194;116;246;land;false;hills;1
8;235;217;123;land;true;forest;1
9;235;210;253;land;true;hills;1
10;119;215;181;land;false;hills;1
11;192;192;203;land;false;marsh;1
12;194;150;226;land;true;hills;1
13;184;185;158;land;false;marsh;1
14;166;216;171;land;false;mountain;1
15;191;234;114;land;true;mountain;1
16;241;189;72;land;true;hills;1
17;220;212;121;land;false;desert;1
18;241;207;138;land;true;plains;1
19;232;169;105;land;false;desert;1
20;226;204;159;land;true;hills;1
21;59;242;225;land;false;mountain;1
22;224;155;191;land;true;hills;1
23;238;204;67;land;false;desert;1
24;206;215;189;land;false;hills;1
25;155;246;143;land;true;desert;1
26;249;187;162;land;true;hills;1
27;204;179;241;land;true;hills;1
28;117;218;184;land;true;hills;1
29;170;196;199;land;true;mountain;1
30;238;235;80;land;true;hills;1
31;174;182;240;land;true;hills;1
32;251;139;112;land;true;plains;1
33;161;155;240;land;false;hills;1
34;133;254;246;land;false;desert;1
35;242;134;152;land;false;desert;1
36;224;228;58;land;false;hills;1
37;254;147;150;land;true;hills;1
38;214;183;173;land;false;forest;1
39;183;239;254;land;true;plains;1
40;203;169;242;land;false;hills;1
41;186;228;92;land;false;plains;1
42;210;110;200;land;true;forest;1
43;168;132;239;land;false;desert;1
44;146;163;221;land;false;mountain;1
45;216;223;160;land;false;marsh;1
46;139;190;209;land;false;plains;1
47;228;247;240;land;false;mountain;1
48;158;220;183;land;false;marsh;1
49;208;188;160;land;false;hills;1
50;213;143;219;land;false;hills;1
51;122;205;236;land;false;plains;1
52;183;157;191;land;false;desert;1
53;222;235;160;land;false;jungle;1
54;192;182;178;land;false;jungle;1
55;166;218;173;land;false;desert;1
56;228;238;252;land;false;jungle;1
57;247;246;49;land;true;hills;1
58;136;118;250;land;false;plains;1
59;97;234;173;land;false;marsh;1
60;192;201;111;land;false;mountain;1
61;191;183;168;land;false;hills;1
62;216;223;156;land;false;desert;1
63;131;129;244;land;false;desert;1
64;250;201;225;land;false;hills;1
65;193;130;207;land;true;plains;1
66;165;140;210;land;false;jungle;1
67;28;227;253;land;false;hills;1
68;207;118;176;land;false;hills;1
69;102;245;198;land;false;desert;1
70;210;160;157;land;true;hills;1
71;142;235;128;land;true;hills;1
72;223;253;221;land;false;hills;1
73;164;238;252;land;false;jungle;1
74;190;81;243;land;false;jungle;1
75;223;199;151;land;false;hills;1
76;236;153;200;land;false;hills;1
77;243;231;79;land;false;hills;1
78;219;77;237;land;true;plains;1
79;162;198;206;land;false;hills;1
80;236;132;147;land;false;desert;1
81;144;246;124;land;true;hills;1
82;247;233;242;land;true;plains;1
83;211;230;207;land;false;desert;1
84;149;222;207;land;true;hills;1
85;214;242;127;land;false;hills;1
86;193;235;183;land;false;marsh;1
87;176;218;146;land;false;jungle;1
88;213;186;248;land;false;hills;1
89;227;233;183;land;false;mountain;1
90;151;195;214;land;false;jungle;1
91;201;192;147;land;false;hills;1
92;211;83;251;land;false;hills;1
93;186;139;200;land;false;hills;1
94;251;78;229;land;false;hills;1
95;122;243;252;land;false;marsh;1
96;248;150;184;land;false;marsh;1
97;238;49;230;land;false;hills;1
98;217;251;51;land;false;mountain;1
99;237;176;205;land;true;hills;1
100;142;246;125;land;false;marsh;1
101;151;112;251;land;false;hills;1
102;249;192;146;land;false;hills;1
103;175;221;180;land;false;hills;1
104;102;249;160;land;true;hills;1
105;151;182;229;land;false;hills;1
106;219;212;206;land;false;marsh;1
107;157;192;192;land;false;marsh;1
108;248;231;115;land;false;hills;1
109;158;139;252;land;false;hills;1
110;150;254;118;land;true;hills;1
111;241;159;166;land;false;desert;1
112;139;121;250;land;false;mountain;1
113;231;118;160;land;false;hills;1
114;220;210;198;land;true;hills;1
115;157;241;178;land;false;jungle;1
116;242;180;193;land;true;hills;1
117;253;229;171;land;false;jungle;1
118;253;131;236;land;true;desert;1
119;131;233;254;land;false;forest;1
120;203;220;202;land;true;hills;1
121;230;131;162;land;false;plains;1
122;189;102;227;land;false;marsh;1
123;183;246;223;land;false;plains;1
124;210;229;219;land;false;marsh;1
125;227;122;225;land;false;forest;1
126;228;76;239;land;false;hills;1
127;83;212;252;land;false;desert;1
128;158;172;254;land;false;hills;1
129;239;92;212;land;true;hills;1
130;132;247;139;land;false;hills;1
131;238;81;213;land;false;jungle;1
132;224;94;237;land;false;hills;1
133;240;35;247;land;false;mountain;1
134;199;196;116;land;false;marsh;1
135;250;124;144;land;false;hills;1
136;174;230;184;land;false;desert;1
137;137;252;203;land;false;forest;1
138;198;178;141;land;false;marsh;1
139;244;211;243;land;false;plains;1
140;183;152;190;land;false;desert;1
141;165;209;189;land;false;desert;1
142;184;206;175;land;true;mountain;1
143;208;248;51;land;false;plains;1
144;140;122;240;land;true;hills;1
145;208;216;239;land;false;desert;1
146;201;202;232;land;false;desert;1
147;233;224;70;land;true;hills;1
148;217;185;159;land;false;hills;1
149;214;225;100;land;false;hills;1
150;189;135;186;land;false;hills;1
151;86;176;254;land;false;marsh;1
152;55;208;244;land;true;hills;1
153;209;143;215;land;false;desert;1
154;143;217;245;land;false;mountain;1
155;212;126;183;land;true;hills;1
156;238;254;71;land;false;desert;1
157;249;192;175;land;true;hills;1
158;229;254;194;land;true;hills;1
159;144;241;182;land;false;jungle;1
160;168;107;244;land;false;mountain;1
161;145;208;232;land;false;marsh;1
162;122;215;179;land;false;hills;1
163;179;131;228;land;true;desert;1
164;195;146;254;land;true;desert;1
165;184;177;151;land;false;hills;1
166;229;176;165;land;true;hills;1
167;216;175;167;land;true;hills;1
168;173;164;195;land;false;jungle;1
169;219;151;201;land;true;hills;1
170;190;112;204;land;false;mountain;1
171;110;219;246;land;false;desert;1
172;173;182;148;land;false;marsh;1
173;192;241;233;land;false;hills;1
174;86;233;201;land;true;hills;1
175;234;131;203;land;false;plains;1
176;156;149;211;land;false;desert;1
177;68;225;212;land;true;hills;1
178;94;195;229;land;false;plains;1
179;176;250;133;land;false;marsh;1
180;233;228;221;land;false;hills;1
181;217;222;237;land;false;desert;1
182;158;159;191;land;false;plains;1
183;169;202;218;land;false;plains;1
184;152;181;174;land;true;hills;1
185;230;250;114;land;false;marsh;1
186;163;246;160;land;false;hills;1
187;198;196;210;land;true;mountain;1
188;240;183;104;land;false;forest;1
189;230;247;84;land;false;desert;1
190;228;148;220;land;true;hills;1
191;177;197;206;land;false;hills;1
192;116;190;195;land;false;plains;1
193;170;239;248;land;false;mountain;1
194;190;245;155;land;false;jungle;1
195;247;110;175;land;true;desert;1
196;155;223;230;land;true;hills;1
197;196;191;166;land;false;desert;1
198;156;203;206;land;false;jungle;1
199;207;245;129;land;false;hills;1
200;231;104;254;land;false;marsh;1
201;222;104;191;land;false;desert;1
202;150;227;204;land;false;jungle;1
203;240;161;186;land;false;hills;1
204;249;62;206;land;false;hills;1
205;148;219;242;land;false;hills;1
206;228;195;245;land;false;mountain;1
207;232;157;170;land;false;mountain;1
208;179;163;238;land;false;desert;1
209;251;202;73;land;false;desert;1
210;239;107;242;land;false;marsh;1
211;226;244;113;land;false;desert;1
212;225;54;230;land;true;hills;1
213;199;195;158;land;false;jungle;1
214;183;250;106;land;false;mountain;1
215;76;208;247;land;false;desert;1
216;236;182;104;land;false;desert;1
217;98;252;216;land;false;marsh;1
218;177;206;153;land;false;desert;1
219;204;150;251;land;true;desert;1
220;254;55;202;land;true;mountain;1
221;214;227;87;land;false;hills;1
222;90;240;213;land;false;desert;1
223;133;211;185;land;false;marsh;1
224;226;215;91;land;true;hills;1
225;147;167;197;land;false;hills;1
226;170;184;215;land;true;hills;1
227;235;211;168;land;false;hills;1
228;241;87;173;land;false;plains;1
229;240;146;186;land;false;hills;1
230;191;226;225;land;true;hills;1
231;225;167;235;land;true;hills;1
232;206;249;110;land;false;mountain;1
233;78;206;237;land;false;hills;1
